Date de début,Date de fin,Résumé,Lieu,Description
20240110T080000Z,20240110T100000Z,SAE1.05,G_011_AMPHI,\n\nRT1-S1\nLACAN DAVID\n(Exporté le:10/01/2024 06:32)\n
